Style,Variant Code,total_quantity,stock_level,tier,Selling Price
KELVIN,470.42,20.0,Low,making_progress,57.0
LENAH,990.S.,20.0,Low,best_sellers,597.0
BOSTON REVERSIBLE HOODIE,731.L.,20.0,Low,best_sellers,677.0
CAIN BOOTS,990.42.,20.0,Low,doing_good,139.99
SANDRO,730.XL,20.0,Low,doing_good,117.0
CELINA CARDHOLDER,626NS,21.0,Low,making_progress,49.0
SILA,853.36,21.0,Low,making_progress,77.0
SILA,853.26,21.0,Low,making_progress,77.0
AMORA,545.S.,21.0,Low,best_sellers,547.0
ABERDEEN CARDHOLDER,975.NS,21.0,Low,okay,29.0
MATTHEW,853.42,21.0,Low,making_progress,67.0
MATTHEW,870.30,21.0,Low,making_progress,67.0
KIMAYA,116.S.,21.0,Low,best_sellers,377.0
MAGALIE,815.M.,21.0,Low,best_sellers,427.0
BOSTON REVERSIBLE HOODIE,911.L.,21.0,Low,best_sellers,677.0
TONI,940.L.,21.0,Low,best_sellers,647.0
BECKETT,870.XL.,21.0,Low,best_sellers,647.0
BECKETT,870.L.,21.0,Low,best_sellers,647.0
NOVA,990.S.,21.0,Low,best_sellers,379.0
KELVIN,853.40,21.0,Low,making_progress,57.0
SAHARA LARGE WALLET,990.NS,21.0,Low,making_progress,59.99
BOYD,990.42,21.0,Low,making_progress,57.0
HERA LARGE WALLET,990.NS,21.0,Low,making_progress,99.0
MONACO REVERSIBLE JACKET,990.M.,21.0,Low,best_sellers,577.0
BOSTON REVERSIBLE HOODIE,731.M.,21.0,Low,best_sellers,677.0
ESMEHA,100.04.,21.0,Low,making_progress,59.99
SIMONE,990.S.,21.0,Low,best_sellers,567.0
VALE,977.S.,21.0,Low,best_sellers,497.0
SCOTTIE,990.L.,21.0,Low,best_sellers,499.0
SCOTTIE,990.M.,21.0,Low,best_sellers,499.0
ROSCOE,330.L.,21.0,Low,doing_good,129.99
ROSCOE,330.M.,21.0,Low,doing_good,129.99
RORY,990XL,21.0,Low,making_progress,97.0
ISZY,545.NS,21.0,Low,doing_good,129.99
CATERINNA CAMERA BAG,990.NS,21.0,Low,doing_good,129.99
JAXON,733.L,21.0,Low,best_sellers,547.0
AMORA,710.S.,21.0,Low,best_sellers,547.0
CAMDEN 2,330.L.,21.0,Low,best_sellers,547.0
LORNA,99004,21.0,Low,doing_good,297.0
MANDY,549.M,21.0,Low,best_sellers,547.0
CORBAN,730.M.,21.0,Low,best_sellers,537.0
CAMDEN 2,990.XL,21.0,Low,best_sellers,547.0
CORBAN,730.L.,21.0,Low,best_sellers,537.0
CORBAN,620S,21.0,Low,best_sellers,537.0
SONNET,100.L.,21.0,Low,doing_good,129.99
BOYD,990.36,21.0,Low,making_progress,57.0
CHRISSY,990.L.,21.0,Low,making_progress,97.0
MONACO BLAZER,990.S.,21.0,Low,best_sellers,577.0
YANNA,730.36,21.0,Low,making_progress,87.0
YANNA,730.40,21.0,Low,making_progress,87.0
HUXLEY SLING BAG,990.NS,21.0,Low,doing_good,179.0
MYLAH SATCHEL,990.NS.,21.0,Low,doing_good,179.0
JOSEPHINE,710.S.,21.0,Low,best_sellers,599.0
NINA,815.XS.,21.0,Low,doing_good,279.0
ELSSIE,100.08.,21.0,Low,making_progress,89.99
JOLIE,990.10.,21.0,Low,making_progress,89.99
JOSEPHINE,710.M.,21.0,Low,best_sellers,599.0
KELVIN,990.30,21.0,Low,making_progress,57.0
GRADY,330.M.,21.0,Low,doing_good,159.99
LUKA,977.L.,21.0,Low,best_sellers,449.0
MONACO BLAZER,990.M.,21.0,Low,best_sellers,577.0
JULIETTE,580.S,21.0,Low,best_sellers,397.0
KELVIN,930.34,21.0,Low,making_progress,57.0
TEAGAN,116.XS.,21.0,Low,doing_good,149.99
KELVIN,470.48,21.0,Low,making_progress,57.0
YANNA,909.38,21.0,Low,making_progress,87.0
BOSTON REVERSIBLE,919.L.,21.0,Low,best_sellers,697.0
ADRIAN,990.L.,22.0,Low,best_sellers,647.0
BOSTON REVERSIBLE,919.M.,22.0,Low,best_sellers,697.0
ABERDEEN CARDHOLDER,849.NS,22.0,Low,okay,29.0
NOVA,990.M.,22.0,Low,best_sellers,379.0
ELIZA,580.S,22.0,Low,best_sellers,377.0
BECKETT,870.M.,22.0,Low,best_sellers,647.0
PRESLEY SATCHEL,853.NS.,22.0,Low,doing_good,129.0
YANNA,953.36,22.0,Low,making_progress,87.0
MONACO REVERSIBLE JACKET,990.S.,22.0,Low,best_sellers,577.0
SIMONE,990.M.,22.0,Low,best_sellers,567.0
YANNA,909.26,22.0,Low,making_progress,87.0
YANNA,730.28,22.0,Low,making_progress,87.0
YANNA,909.40,22.0,Low,making_progress,87.0
YANNA,730.26,22.0,Low,making_progress,87.0
MENA CROSSBODY WALLET,990.NS,22.0,Low,making_progress,79.99
YANNA,953.30,22.0,Low,making_progress,87.0
CHRISSY,990.S.,22.0,Low,doing_good,97.0
JAXON,990.XL,22.0,Low,best_sellers,547.0
JAXON,733.XL,22.0,Low,best_sellers,547.0
KIMBER,530.NS,22.0,Low,doing_good,99.99
HAYDEN,931.XL,22.0,Low,best_sellers,547.0
CORBAN,990.2XL,22.0,Low,best_sellers,537.0
RORY,990L,22.0,Low,doing_good,97.0
MONACO BIKER,410.S.,22.0,Low,best_sellers,527.0
SILA,853.32,22.0,Low,making_progress,77.0
ABERDEEN WALLET,210.NS,22.0,Low,making_progress,69.0
KELVIN,470.28,22.0,Low,making_progress,57.0
KELVIN,890.30,22.0,Low,making_progress,57.0
BOYD,890.34,22.0,Low,making_progress,57.0
KELVIN,853.46,22.0,Low,making_progress,57.0
KELVIN,930.28,22.0,Low,making_progress,57.0
BOYD,890.38,22.0,Low,making_progress,57.0
SEAN,990.XL.,22.0,Low,best_sellers,597.0
DEVINA,620.36,22.0,Low,making_progress,57.0
KELVIN,930.48,22.0,Low,making_progress,57.0
SEAN,990.M.,22.0,Low,best_sellers,597.0
MATTHEW,990.48,22.0,Low,making_progress,67.0
SEAN,990.L.,22.0,Low,best_sellers,597.0
CIANA LARGE WALLET / CROSSBODY,549.NS,22.0,Low,making_progress,68.88
CIANA LARGE WALLET / CROSSBODY,360.NS,22.0,Low,making_progress,68.88
KELVIN,853.42,22.0,Low,making_progress,57.0
SANDRO,730.L,22.0,Low,doing_good,117.0
CHRISSY,990.M.,22.0,Low,doing_good,97.0
AMINA,990NS,22.0,Low,making_progress,49.99
AMINA,113NS,22.0,Low,making_progress,49.99
SONNET,990.M.,22.0,Low,doing_good,129.99
ISZY,990.NS,22.0,Low,doing_good,129.99
MAGALIE,815.S.,22.0,Low,best_sellers,427.0
SOPHIE CROSSBODY,830.NS,22.0,Low,doing_good,139.99
CHENAH SHOULDER BAG,848.NS,22.0,Low,making_progress,49.99
CARTER,733S,22.0,Low,best_sellers,449.0
FAWN,932.M.,22.0,Low,doing_good,119.99
TEAGAN,116.2XS.,22.0,Low,doing_good,149.99
TEAGAN,116.S.,22.0,Low,doing_good,149.99
VALE,977.XS.,22.0,Low,best_sellers,497.0
MADDIE,990.M.,22.0,Low,best_sellers,447.0
CORBAN,620XL,23.0,Low,best_sellers,537.0
CORBAN,620L,23.0,Low,best_sellers,537.0
ASHER,990.S,23.0,Low,best_sellers,449.0
SONNET,990.L.,23.0,Low,doing_good,129.99
YANNA,909.28,23.0,Low,making_progress,87.0
LORNA,99010,23.0,Low,best_sellers,297.0
CELINA PHONE WALLET/CROSSBODY,626NS,23.0,Low,making_progress,79.99
CELINA MEDIUM BI-FOLD WALLET,360.NS,23.0,Low,making_progress,79.0
KELVIN,470.36,23.0,Low,making_progress,57.0
CELINA MEDIUM BI-FOLD WALLET,402.NS,23.0,Low,making_progress,79.0
MONACO LEATHER LAPTOP,990.NS.,23.0,Low,best_sellers,299.0
SILA,853.38,23.0,Low,making_progress,77.0
SILA,853.34,23.0,Low,making_progress,77.0
CORBAN,990.S,23.0,Low,best_sellers,537.0
YANNA,730.38,23.0,Low,making_progress,87.0
GRADY,330.XL.,23.0,Low,doing_good,159.99
YANNA,730.32,23.0,Low,making_progress,87.0
HERA BI-FOLD CARDHOLDER,929.NS,23.0,Low,making_progress,69.0
JULIETTE,990.S,23.0,Low,best_sellers,397.0
JODELLE CARDHOLDER,853.NS,23.0,Low,making_progress,49.0
CIANA LARGE WALLET / CROSSBODY,622.NS,23.0,Low,making_progress,68.88
DUNCAN,870.M,23.0,Low,doing_good,147.0
YANNA,909.34,23.0,Low,making_progress,87.0
YANNA,909.32,23.0,Low,making_progress,87.0
YANNA,909.36,23.0,Low,making_progress,87.0
BOYD,890.36,23.0,Low,making_progress,57.0
KEYSI WALLET/CARDHOLDER,915.NS.,23.0,Low,making_progress,49.0
MELYA,990.M,23.0,Low,making_progress,87.0
TORI SHOULDER BAG,990.NS,24.0,Low,doing_good,129.99
TAYLOR,400.NS.,24.0,Low,okay,27.0
UPTOWN BACKPACK,918.NS,24.0,Low,okay,24.99
HAYDEN,990.XL,24.0,Low,best_sellers,547.0
KRYSTA LARGE WALLET,402.NS,24.0,Low,doing_good,99.99
JAXON,990.M,24.0,Low,best_sellers,547.0
CIANA LARGE WALLET / CROSSBODY,920.NS,24.0,Low,making_progress,68.88
KELVIN,930.42,24.0,Low,making_progress,57.0
JAXON,733.M,24.0,Low,best_sellers,547.0
KAZ,990.NS,24.0,Low,making_progress,57.0
YANNA,730.34,24.0,Low,making_progress,87.0
MORGAN DUFFEL,870.NS,24.0,Low,doing_good,199.0
MYLANA,990L,24.0,Low,making_progress,77.0
CATERINNA CAMERA BAG,853.NS,24.0,Low,doing_good,129.99
MATTHEW,870.42,24.0,Low,making_progress,67.0
MYLAH LARGE TOTE,853.NS.,24.0,Low,doing_good,199.0
MATTHEW,853.40,24.0,Low,making_progress,67.0
JULIETTE,990.2XS,24.0,Low,best_sellers,397.0
SANDRO,990.XL,24.0,Low,doing_good,117.0
PRESLEY SATCHEL,116.NS.,24.0,Low,doing_good,129.0
ASHER,990.L,25.0,Low,best_sellers,449.0
KELVIN,930.40,25.0,Low,making_progress,57.0
CORBAN,6202XL,25.0,Low,best_sellers,537.0
JODELLE CARDHOLDER,660.NS,25.0,Low,making_progress,49.0
DARIUS LAPTOP BAG,990.NS,25.0,Low,best_sellers,269.0
PRESLEY TOTE,853.NS.,25.0,Low,doing_good,149.0
CHARLY LAPTOP BAG,990.NS,25.0,Low,doing_good,199.0
THEODORA,620.NS.,25.0,Low,doing_good,109.99
JAXON,990.L,25.0,Low,best_sellers,547.0
KELVIN,930.30,25.0,Low,making_progress,57.0
JULIETTE,990.XS,25.0,Low,best_sellers,397.0
VIVIAN,990.XL.,26.0,Low,making_progress,39.0
KELVIN,990.40,26.0,Low,making_progress,57.0
KELVIN,990.46,26.0,Low,making_progress,57.0
CORBAN,620M,26.0,Low,best_sellers,537.0
HAYDEN,990.L,26.0,Low,best_sellers,547.0
KELVIN,470.38,26.0,Low,making_progress,57.0
ATTICUS TOTE,715.NS.,26.0,Low,best_sellers,349.0
HERA BI-FOLD CARDHOLDER,853.NS,26.0,Low,making_progress,69.0
CIANA LARGE WALLET / CROSSBODY,260.NS,26.0,Low,making_progress,68.88
IDA CARDHOLDER,990.NS,26.0,Low,making_progress,29.0
IDA CARDHOLDER,920.NS.,26.0,Low,making_progress,29.0
TAYLOR,530.NS.,26.0,Low,making_progress,27.0
UPTOWN TOTE BAG,918.NS,26.0,Low,okay,24.99
CELINA MEDIUM BI-FOLD WALLET,116.NS,26.0,Low,making_progress,79.0
CELINA PHONE WALLET/CROSSBODY,580.NS,26.0,Low,making_progress,79.99
MARIAM LARGE SATCHEL,990.NS.,26.0,Low,best_sellers,277.0
WILLOWBY CAMERA BAG,312.NS.,27.0,Low,best_sellers,247.0
WILLOWBY CAMERA BAG,100.NS.,27.0,Low,best_sellers,247.0
WILLOWBY CAMERA BAG,990.NS.,27.0,Low,best_sellers,247.0
WILLOWBY CAMERA BAG,405.NS.,27.0,Low,best_sellers,247.0
SOPHIE CROSSBODY,857.NS,27.0,Low,doing_good,139.99
MARIAM SMALL SATCHEL,100.NS.,27.0,Low,best_sellers,247.0
CELINA MEDIUM BI-FOLD WALLET,585.NS,27.0,Low,doing_good,79.0
MARIAM SMALL SATCHEL,990.NS.,27.0,Low,best_sellers,247.0
MARIAM SMALL SATCHEL,853.NS.,27.0,Low,best_sellers,247.0
TRAVELPRO LUGGAGE CASE,940.NS,27.0,Low,doing_good,99.0
KEYSI WALLET/CARDHOLDER,679.NS.,27.0,Low,making_progress,49.0
KELVIN,350.40,27.0,Low,making_progress,57.0
MATTHEW,870.40,27.0,Low,making_progress,67.0
KELVIN,990.48,27.0,Low,making_progress,57.0
HAYDEN,990.M,27.0,Low,best_sellers,547.0
MARIAM LARGE SATCHEL,853.NS.,27.0,Low,best_sellers,277.0
MARIAM LARGE SATCHEL,100.NS.,27.0,Low,best_sellers,277.0
CYRIL,870.NS,27.0,Low,making_progress,59.0
WAYLEN TRI-FOLD,870.NS,27.0,Low,making_progress,59.0
WILLOWBY SHOULDER BAG,100.NS.,27.0,Low,best_sellers,267.0
WILLOWBY SHOULDER BAG,990.NS.,27.0,Low,best_sellers,267.0
WILLOWBY SHOULDER BAG,405.NS.,27.0,Low,best_sellers,267.0
WILLOWBY SHOULDER BAG,312.NS.,27.0,Low,best_sellers,267.0
MYLAH LARGE TOTE,990.NS.,27.0,Low,doing_good,199.0
EDITH SATCHEL,990.NS.,28.0,Low,best_sellers,297.0
CORBAN,990.M,28.0,Low,best_sellers,537.0
ATTICUS BACKPACK,715.NS.,28.0,Low,best_sellers,349.0
HAYDEN,990.S,28.0,Low,best_sellers,547.0
TORI SLING BAG,112.NS,28.0,Low,doing_good,109.99
CIANA LARGE WALLET / CROSSBODY,853.NS,28.0,Low,making_progress,68.88
DARIUS CROSSBODY BAG,990.NS,28.0,Low,doing_good,189.0
AXTON LONG WALLET,990.NS,28.0,Low,doing_good,99.0
CIANA LARGE WALLET / CROSSBODY,700NS,28.0,Low,making_progress,68.88
DAPHNE CARDHOLDER,853.NS,28.0,Low,making_progress,68.0
DUNCAN,870.L,28.0,Low,doing_good,147.0
SPENCER WALLET,914.NS.,28.0,Low,doing_good,97.0
CELINA MEDIUM BI-FOLD WALLET,700.NS,29.0,Low,doing_good,79.0
EDITH SATCHEL,815.NS.,29.0,Low,best_sellers,297.0
HERA LARGE WALLET,441.NS,29.0,Low,doing_good,99.0
HERA LARGE WALLET,853.NS,29.0,Low,doing_good,99.0
KELVIN,350.42,29.0,Low,making_progress,57.0
EDITH SATCHEL,100.NS.,29.0,Low,best_sellers,297.0
EDITH CROSSBODY,815.NS.,29.0,Low,best_sellers,277.0
KEYSI WALLET/CARDHOLDER,547.NS.,29.0,Low,making_progress,49.0
CIANA LARGE WALLET / CROSSBODY,320.NS,29.0,Low,making_progress,68.88
ISZY,632.NS,29.0,Low,doing_good,129.99
SELENE HOBO,150.NS.,29.0,Low,doing_good,129.99
EDITH CROSSBODY,100.NS.,29.0,Low,best_sellers,277.0
EDITH CROSSBODY,990.NS.,29.0,Low,best_sellers,277.0
BO SLING BAG,870.NS.,30.0,Low,doing_good,109.0
DANIER NYLON SHOULDER STRAP,956.NS.,30.0,Low,okay,19.99
ROMAN,990.S,30.0,Low,making_progress,29.0
EDWYNA,990.NS,30.0,Low,doing_good,79.99
GILLES CROSSBODY BAG,990.NS,30.0,Low,doing_good,189.0
CHARLY LAPTOP BAG,890.NS,30.0,Low,doing_good,199.0
EMMELIE LARGE PHONE WALLET,340.NS,31.0,Low,doing_good,79.99
MARCY,553.NS,31.0,Low,doing_good,79.99
BO SLING BAG,730.NS.,31.0,Low,doing_good,109.0
BRADFORD BACKPACK,990.NS,31.0,Low,best_sellers,279.0
UPTOWN COSMETIC BAG,952.NS,31.0,Low,making_progress,24.99
"MONACO 18"" CARRY-ON CASE",410.NS.,31.0,Low,doing_good,119.0
CORBAN,990.XL,31.0,Low,best_sellers,537.0
CIANA LARGE WALLET / CROSSBODY,112.NS,32.0,Low,doing_good,68.88
VALENCIA LARGE WRISTLET,853.NS,32.0,Low,doing_good,79.99
ADVENTURE SEEKER 20,400.NS,32.0,Low,doing_good,79.99
CELINA MEDIUM BI-FOLD WALLET,545.NS,32.0,Low,doing_good,79.0
NOLE WALLET,720.NS.,32.0,Low,doing_good,77.0
DAPHNE CARDHOLDER,857.NS,32.0,Low,doing_good,68.0
ELOWYN MEDIUM SATCHEL,116.NS.,32.0,Low,doing_good,199.0
ODIN WALLET,990.NS.,32.0,Low,making_progress,39.0
EMMELIE LARGE PHONE WALLET,934.NS,33.0,Low,doing_good,79.99
CELINA MEDIUM BI-FOLD WALLET,580.NS,33.0,Low,doing_good,79.0
ADVENTURE SEEKER 14,400.NS,33.0,Low,making_progress,24.99
"MONACO 26"" LARGE LUGGAGE CASE",410.NS.,33.0,Low,doing_good,199.0
PRESLEY SATCHEL,545.NS.,33.0,Low,doing_good,129.0
SOPHIE CROSSBODY,580.NS,33.0,Low,doing_good,139.99
SIGNY WALLET,669.NS,33.0,Low,doing_good,69.99
PIPPA TOTE,853.NS.,33.0,Low,doing_good,149.99
"MONACO 18"" CARRY-ON CASE",990.NS.,33.0,Low,doing_good,119.0
VIVIAN,990.M.,33.0,Low,making_progress,39.0
DAPHNE CARDHOLDER,929.NS,34.0,Low,doing_good,68.0
CELINA MEDIUM BI-FOLD WALLET,320.NS,34.0,Low,doing_good,79.0
EMMELIE LARGE PHONE WALLET,700.NS,34.0,Low,doing_good,79.99
"MONACO 26"" LARGE LUGGAGE CASE",990.NS.,34.0,Low,best_sellers,199.0
ANISE CARDHOLDER,890.NS.,34.0,Low,making_progress,39.0
BRADFORD BELT BAG,990.NS,34.0,Low,doing_good,129.0
EMMELIE LARGE PHONE WALLET,310.NS,34.0,Low,doing_good,79.99
HEIDI CROSSBODY,853.NS.,34.0,Low,doing_good,99.0
VALENCIA LARGE WRISTLET,660.NS,35.0,Low,doing_good,79.99
VALENCIA LARGE WRISTLET,340.NS,35.0,Low,doing_good,79.99
SELENE SHOULDER BAG,907.NS.,35.0,Low,doing_good,109.99
ENSLEY SMALL CROSSBODY,312.NS.,35.0,Low,doing_good,129.0
EMMELIE LARGE PHONE WALLET,990.NS,35.0,Low,doing_good,79.99
CORBAN,990.L,35.0,Low,best_sellers,537.0
POLLY,990.NS.,35.0,Low,making_progress,37.0
AMILIA LARGE TOTE,870.NS.,35.0,Low,doing_good,149.99
JODELLE CARDHOLDER,340.NS,35.0,Low,making_progress,49.0
ADVENTURE SEEKER 14,990.NS,35.0,Low,making_progress,24.99
ABERDEEN CARDHOLDER,848.NS,35.0,Low,making_progress,29.0
DAPHNE CARDHOLDER,585.NS,35.0,Low,doing_good,68.0
CELINA PHONE WALLET/CROSSBODY,830.NS,36.0,Low,doing_good,79.99
BELEN SMALL CROSSBODY,815.NS.,36.0,Low,best_sellers,199.0
KEYSI WALLET/CARDHOLDER,858.NS.,36.0,Low,making_progress,49.0
CHELSEY BACKPACK,670.NS,36.0,Low,doing_good,99.0
EDWYNA,922.NS,36.0,Low,doing_good,79.99
SUZY CROSSBODY,116.NS,36.0,Low,doing_good,149.99
NOLE WALLET,870.NS.,36.0,Low,doing_good,77.0
WAYLEN BI-FOLD,990.NS,36.0,Low,making_progress,49.0
GWEN SATCHEL,990.NS.,36.0,Low,doing_good,179.0
ELOWYN MEDIUM SATCHEL,990.NS.,37.0,Low,best_sellers,199.0
"MONACO 26"" LARGE LUGGAGE CASE",109.NS.,37.0,Low,best_sellers,199.0
DOMINIC BI-FOLD WALLET,990.NS.,37.0,Low,making_progress,39.0
"MONACO 22"" MEDIUM LUGGAGE CASE",109.NS.,37.0,Low,doing_good,159.0
CATERINNA CROSSBODY,857.NS,37.0,Low,doing_good,149.99
EMMELIE LARGE PHONE WALLET,660.NS,37.0,Low,doing_good,79.99
DOMINIC BI-FOLD WALLET,870.NS.,38.0,Low,making_progress,39.0
CELINA MEDIUM BI-FOLD WALLET,260.NS,38.0,Low,doing_good,79.0
COLBY,908.NS,38.0,Low,making_progress,29.99
CELINA MEDIUM BI-FOLD WALLET,870.NS,38.0,Low,doing_good,79.0
MONACO LEATHER LAPTOP,940.NS.,38.0,Low,best_sellers,299.0
DAPHNE CARDHOLDER,550.NS,38.0,Low,doing_good,68.0
AXTON VERTICAL TRI-FOLD WALLET,990.NS,38.0,Low,doing_good,69.0
BELEN SMALL CROSSBODY,100.NS.,38.0,Low,best_sellers,199.0
VALENCIA LARGE WRISTLET,820.NS,38.0,Low,doing_good,79.99
PIPPA CROSSBODY,990.NS.,38.0,Low,doing_good,129.99
ELOWYN SMALL SATCHEL,116.NS.,38.0,Low,best_sellers,189.0
"MONACO 18"" CARRY-ON CASE",109.NS.,38.0,Low,doing_good,119.0
BELEN SMALL CROSSBODY,990.NS.,38.0,Low,best_sellers,199.0
BELEN TOTE,990.NS.,39.0,Low,best_sellers,249.0
ROSELLA CARDHOLDER,890.NS.,39.0,Low,doing_good,67.0
CELINA CARDHOLDER,413NS,39.0,Low,making_progress,49.0
KEYSI WALLET/CARDHOLDER,873.NS.,39.0,Low,making_progress,49.0
HERA BI-FOLD CARDHOLDER,441.NS,39.0,Low,doing_good,69.0
SURELLE,811.NS,39.0,Low,doing_good,59.99
ODIN WALLET,870.NS.,39.0,Low,making_progress,39.0
SIGNY WALLET,990.NS,39.0,Low,doing_good,69.99
DREW DUFFEL BAG,990.NS,39.0,Low,best_sellers,199.0
LEYLAND CARDHOLDER,441.NS,40.0,Low,doing_good,79.0
JODELLE CARDHOLDER,441.NS,40.0,Low,making_progress,49.0
ISZY,125.NS,40.0,Low,doing_good,129.99
SELENE HOBO,907.NS.,40.0,Low,doing_good,129.99
CELINA MEDIUM BI-FOLD WALLET,934.NS,40.0,Low,doing_good,79.0
ANISE CARDHOLDER,116.NS.,40.0,Low,making_progress,39.0
CELINA CARDHOLDER,920NS,40.0,Low,making_progress,49.0
"MONACO 14"" BEAUTY CASE",109.NS.,41.0,Low,doing_good,59.0
ENSLEY SMALL CROSSBODY,116.NS.,41.0,Low,doing_good,129.0
PIPPA CROSSBODY,549.NS.,41.0,Low,doing_good,129.99
ENSLEY LARGE CROSSBODY,857.NS.,41.0,Low,okay,0.0
AMILIA SMALL TOTE,312.NS.,41.0,Low,doing_good,129.99
AMILIA LARGE TOTE,312.NS.,41.0,Low,doing_good,149.99
PRESLEY TOTE,990.NS.,41.0,Low,doing_good,149.0
SELENE SHOULDER BAG,680.NS.,41.0,Low,doing_good,109.99
KEYSI WALLET/CARDHOLDER,123.NS.,41.0,Low,making_progress,49.0
DANIER NYLON SHOULDER STRAP,909.NS.,41.0,Low,making_progress,19.99
CELINA PHONE WALLET/CROSSBODY,545.NS,41.0,Low,doing_good,79.99
BELEN MEDIUM CROSSBODY,100.NS.,41.0,Low,best_sellers,249.0
ADVENTURE SEEKER 20,990.NS,41.0,Low,doing_good,79.99
"MONACO 22"" MEDIUM LUGGAGE CASE",410.NS.,41.0,Low,doing_good,159.0
BELEN TOTE,815.NS.,41.0,Low,best_sellers,249.0
"MONACO 22"" MEDIUM LUGGAGE CASE",990.NS.,42.0,Low,best_sellers,159.0
CELINA PHONE WALLET/CROSSBODY,823.NS,42.0,Low,doing_good,79.99
DAE,870.NS,42.0,Low,making_progress,29.99
MONACO LEATHER LAPTOP,400.NS.,42.0,Low,best_sellers,299.0
SOPHIE CROSSBODY,549.NS,42.0,Low,doing_good,139.99
UPTOWN COSMETIC BAG,951.NS,42.0,Low,making_progress,24.99
AMILIA LARGE TOTE,113.NS.,42.0,Low,doing_good,149.99
BELEN MEDIUM CROSSBODY,815.NS.,42.0,Low,best_sellers,249.0
BELEN TOTE,100.NS.,42.0,Low,best_sellers,249.0
ATTICUS LARGE WALLET,715.NS.,42.0,Low,doing_good,149.0
TORI SHOULDER BAG,620.NS,42.0,Low,doing_good,129.99
CELINA PHONE WALLET/CROSSBODY,934.NS,43.0,Low,doing_good,79.99
ATTICUS CROSSBODY,715.NS.,43.0,Low,best_sellers,259.0
"MONACO 14"" BEAUTY CASE",990.NS.,43.0,Low,doing_good,59.0
"MONACO 14"" BEAUTY CASE",410.NS.,43.0,Low,doing_good,59.0
HEIDI CROSSBODY,990.NS.,43.0,Low,doing_good,99.0
BELEN MEDIUM CROSSBODY,990.NS.,43.0,Low,best_sellers,249.0
CELINA CARDHOLDER,669NS,43.0,Low,doing_good,49.0
CATERINNA CROSSBODY,990.NS,43.0,Low,doing_good,149.99
EMMELIE LARGE PHONE WALLET,270.NS,43.0,Low,doing_good,79.99
KEYSI MEDIUM BI-FOLD WALLET,873.NS,43.0,Low,doing_good,59.0
EDWINA SHOULDER BAG,400.NS,44.0,Low,doing_good,129.99
CELINA CARDHOLDER,853NS,44.0,Low,doing_good,49.0
CALEB BI-FOLD CARDHOLDER,990.NS.,44.0,Low,doing_good,57.0
COLETTE MEDIUM BUCKET,113.NS.,44.0,Low,best_sellers,229.0
EDWINA SHOULDER BAG,700.NS,44.0,Low,doing_good,129.99
HEIDI SHOULDER BAG,857.NS.,44.0,Low,doing_good,119.0
COLETTE LARGE BUCKET,990.NS.,45.0,Low,best_sellers,249.0
ATTICUS BACKPACK,890.NS.,45.0,Low,best_sellers,349.0
GWEN SATCHEL,620.NS.,45.0,Low,best_sellers,179.0
CHENAH COIN PURSE,805.NS,45.0,Low,making_progress,29.0
COLETTE MEDIUM BUCKET,990.NS.,45.0,Low,best_sellers,229.0
ELOWYN SMALL SATCHEL,710.NS.,45.0,Low,best_sellers,189.0
UPTOWN LUGGAGE CASE,414.NS,45.0,Low,doing_good,79.99
EDWINA SHOULDER BAG,112.NS,45.0,Low,doing_good,129.99
CALEB BI-FOLD CARDHOLDER,870.NS.,45.0,Low,doing_good,57.0
ENSLEY SMALL CROSSBODY,857.NS.,45.0,Low,doing_good,129.0
ATTICUS LAPTOP BAG,715.NS.,46.0,Low,best_sellers,349.0
AMILIA LARGE TOTE,545.NS.,46.0,Low,best_sellers,149.99
ATTICUS SLING,715.NS.,46.0,Low,best_sellers,229.0
DAE,990.NS,46.0,Low,making_progress,29.99
COLETTE MEDIUM BUCKET,710.NS.,46.0,Low,best_sellers,229.0
LIBERTY CROSSBODY,125.NS.,46.0,Low,doing_good,109.0
ELOWYN SMALL SATCHEL,990.NS.,46.0,Low,best_sellers,189.0
CELINA MEDIUM BI-FOLD WALLET,823.NS,46.0,Low,doing_good,79.0
RHEA SMALL SATCHEL,312.NS.,47.0,Low,best_sellers,219.0
UPTOWN LUGGAGE CASE,118.NS,47.0,Low,doing_good,79.99
FAYE SMALL SHOULDER BAG,853.NS.,47.0,Low,best_sellers,149.0
PRESLEY TOTE,545.NS.,47.0,Low,best_sellers,149.0
CATERINNA CROSSBODY,853.NS,47.0,Low,best_sellers,149.99
ELOWYN MEDIUM SATCHEL,710.NS.,47.0,Low,best_sellers,199.0
SIGNY WALLET,821.NS,47.0,Low,doing_good,69.99
LEYLAND CARDHOLDER,990.NS,47.0,Low,doing_good,79.0
GWEN SATCHEL,125.NS.,47.0,Low,best_sellers,179.0
JODELLE CARDHOLDER,805.NS,47.0,Low,doing_good,49.0
RHEA LARGE SATCHEL,990.NS.,47.0,Low,best_sellers,249.0
ATTICUS TOTE,890.NS.,47.0,Low,best_sellers,349.0
GWEN SATCHEL,710.NS.,47.0,Low,best_sellers,179.0
SUZY CROSSBODY,990.NS,47.0,Low,best_sellers,149.99
GWEN SATCHEL,853.NS.,48.0,Low,best_sellers,179.0
GILLES MESSENGER BAG,990.NS,48.0,Low,best_sellers,229.0
MONACO NYLON WEEKENDER,410.NS.,48.0,Low,best_sellers,199.0
RUPERT SLING BAG,990.NS,48.0,Low,best_sellers,139.0
