Style,Variant Code,total_quantity,stock_level,tier,Selling Price
UPTOWN LUGGAGE CASE,633.NS,48.0,Low,doing_good,79.99
DOMINIC BI-FOLD WALLET,720.NS.,48.0,Low,making_progress,39.0
LIBERTY CROSSBODY,313.NS.,48.0,Low,doing_good,109.0
COLETTE LARGE BUCKET,113.NS.,48.0,Low,best_sellers,249.0
COLETTE SMALL BUCKET,113.NS.,49.0,Low,best_sellers,199.0
RHEA SMALL SATCHEL,990.NS.,49.0,Low,best_sellers,219.0
FAYE SMALL SHOULDER BAG,815.NS.,49.0,Low,best_sellers,149.0
FAYE SMALL SHOULDER BAG,116.NS.,49.0,Low,best_sellers,149.0
LIBERTY CROSSBODY,990.NS.,49.0,Low,doing_good,109.0
SELENE HOBO,680.NS.,49.0,Low,doing_good,129.99
ENSLEY SMALL CROSSBODY,710.NS.,49.0,Low,doing_good,129.0
CELINA MEDIUM BI-FOLD WALLET,830.NS,49.0,Low,doing_good,79.0
RHEA LARGE SATCHEL,312.NS.,49.0,Low,best_sellers,249.0
COLETTE LARGE BUCKET,710.NS.,49.0,Low,best_sellers,249.0
AMILIA SMALL TOTE,545.NS.,49.0,Low,doing_good,129.99
AMILIA SMALL TOTE,990.NS.,50.0,Low,doing_good,129.99
RHEA LARGE SATCHEL,857.NS.,50.0,Low,best_sellers,249.0
CLARK,990.NS,50.0,Low,doing_good,59.0
RHEA SMALL SATCHEL,857.NS.,50.0,Low,best_sellers,219.0
PRESLEY TOTE,116.NS.,50.0,Low,best_sellers,149.0
FAYE SMALL SHOULDER BAG,990.NS.,50.0,Low,best_sellers,149.0
MONACO LEATHER CROSSBODY,990.NS.,50.0,Low,best_sellers,199.0
LEYLAND CARDHOLDER,905.NS,50.0,Low,doing_good,79.0
MONACO NYLON BACKPACK,109.NS.,50.0,Low,best_sellers,149.0
ODIN WALLET,470.NS.,50.0,Low,making_progress,39.0
LEYLAND CARDHOLDER,822.NS,50.0,Low,doing_good,79.0
UPTOWN COSMETIC BAG,918.NS,50.0,Low,making_progress,24.99
NASH TRI-FOLD WALLET,990.NS.,50.0,Low,doing_good,69.0
ENSLEY LARGE CROSSBODY,990.NS.,50.0,Low,best_sellers,149.0
